Year;Course #;Course Name;Round;Hole;Fwy Width 250;Actual 250 Distance;Fwy Width 275;Actual 275 Distance;Fwy Width 300;Actual 300 Distance;Fwy Width 325;Actual 325 Distance;Fwy Width 350;Actual 350 Distance;Fwy Firmness;Grn Firmness;Grn Height;Rough Height;Fwy Height;Stimp;AM Wind Spd;AM Wind Dir;PM Wind Spd;PM Wind Dir;Scorecard Ydg;Actual Ydg;Par;Green Grass;Fwy. Grass;Tee Grass;Bunker Grass;Rough Grass;
2018;004;Torrey Pines GC (South); 1; 1;  25;  27;  25;  30;  25;  32;  25;  35;  25;  37;Firm;Firm;.90;3.00;.42;12.50;  Var 3-6;SW; W 5-10;IW;450;431;4;Poa annua;Common 419 Bermudagrass;Common 419 Bermudagrass;Unknown;Common 419 Bermudagrass;
2018;004;Torrey Pines GC (South); 1; 2;  30;  25;  29;  27;  29;  30;  24;  32;  13;  35;Firm;Firm;.90;3.00;.42;12.50;  Var 3-6;SW; W 5-10;RL;389;395;4;Poa annua;Common 419 Bermudagrass;Common 419 Bermudagrass;Unknown;Common 419 Bermudagrass;
2018;004;Torrey Pines GC (South); 1; 3;   0;   0;   0;   0;   0;   0;   0;   0;   0;   0;Firm;Firm;.90;3.00;.42;12.50;  Var 3-6;SW; W 5-10;RL;200;192;3;Poa annua;Common 419 Bermudagrass;Common 419 Bermudagrass;Unknown;Common 419 Bermudagrass;
2018;004;Torrey Pines GC (South); 1; 4;  28;  25;  26;  27;  25;  30;  24;  32;  27;  35;Firm;Firm;.90;3.00;.42;12.50;  Var 3-6;SW; W 5-10;LR;488;491;4;Poa annua;Common 419 Bermudagrass;Common 419 Bermudagrass;Unknown;Common 419 Bermudagrass;
2018;004;Torrey Pines GC (South); 1; 5;  27;  25;  25;  27;  22;  30;  23;  32;  25;  35;Firm;Firm;.90;3.00;.42;12.50;  Var 3-6;SW; W 5-10;RL;454;436;4;Poa annua;Common 419 Bermudagrass;Common 419 Bermudagrass;Unknown;Common 419 Bermudagrass;
2018;004;Torrey Pines GC (South); 1; 6;  29;  25;  28;  27;  27;  30;  27;  32;  27;  35;Firm;Firm;.90;3.00;.42;12.50;  Var 3-6;SW; W 5-10;LR;560;560;5;Poa annua;Common 419 Bermudagrass;Common 419 Bermudagrass;Unknown;Common 419 Bermudagrass;
2018;004;Torrey Pines GC (South); 1; 7;  26;  25;  26;  27;  24;  30;  26;  32;  25;  35;Firm;Firm;.90;3.00;.42;12.50;  Var 3-6;SW; W 5-10;RL;462;471;4;Poa annua;Common 419 Bermudagrass;Common 419 Bermudagrass;Unknown;Common 419 Bermudagrass;
2018;004;Torrey Pines GC (South); 1; 8;   0;   0;   0;   0;   0;   0;   0;   0;   0;   0;Firm;Firm;.90;3.00;.42;12.50;  Var 3-6;SW; W 5-10;DW;176;170;3;Poa annua;Common 419 Bermudagrass;Common 419 Bermudagrass;Unknown;Common 419 Bermudagrass;
2018;004;Torrey Pines GC (South); 1; 9;  26;  25;  26;  28;  26;  30;  25;  33;  25;  35;Firm;Firm;.90;3.00;.42;12.50;  Var 3-6;SW; W 5-10;RL;614;609;5;Poa annua;Common 419 Bermudagrass;Common 419 Bermudagrass;Unknown;Common 419 Bermudagrass;
2018;004;Torrey Pines GC (South); 1;10;  29;  25;  27;  27;  23;  30;  23;  32;  22;  35;Firm;Firm;.90;3.00;.42;12.50;  Var 3-6;SW; W 5-10;RL;416;406;4;Poa annua;Common 419 Bermudagrass;Common 419 Bermudagrass;Unknown;Common 419 Bermudagrass;
2018;004;Torrey Pines GC (South); 1;11;   0;   0;   0;   0;   0;   0;   0;   0;   0;   0;Firm;Firm;.90;3.00;.42;12.50;  Var 3-6;SW; W 5-10;IW;221;214;3;Poa annua;Common 419 Bermudagrass;Common 419 Bermudagrass;Unknown;Common 419 Bermudagrass;
2018;004;Torrey Pines GC (South); 1;12;  26;  25;  26;  27;  26;  30;  25;  32;  26;  35;Firm;Firm;.90;3.00;.42;12.50;  Var 3-6;SW; W 5-10;LR;504;503;4;Poa annua;Common 419 Bermudagrass;Common 419 Bermudagrass;Unknown;Common 419 Bermudagrass;
2018;004;Torrey Pines GC (South); 1;13;  36;  17;  45;  20;  40;  22;  33;  25;  26;  28;Firm;Firm;.90;3.00;.42;12.50;  Var 3-6;SW; W 5-10;DW;614;531;5;Poa annua;Common 419 Bermudagrass;Common 419 Bermudagrass;Unknown;Common 419 Bermudagrass;
2018;004;Torrey Pines GC (South); 1;14;  25;  25;  24;  28;  23;  30;  24;  33;  23;  35;Firm;Firm;.90;3.00;.42;12.50;  Var 3-6;SW; W 5-10;LR;437;437;4;Poa annua;Common 419 Bermudagrass;Common 419 Bermudagrass;Unknown;Common 419 Bermudagrass;
2018;004;Torrey Pines GC (South); 1;15;  24;  25;  25;  27;  25;  30;  25;  32;  25;  35;Firm;Firm;.90;3.00;.42;12.50;  Var 3-6;SW; W 5-10;LR;478;472;4;Poa annua;Common 419 Bermudagrass;Common 419 Bermudagrass;Unknown;Common 419 Bermudagrass;
2018;004;Torrey Pines GC (South); 1;16;   0;   0;   0;   0;   0;   0;   0;   0;   0;   0;Firm;Firm;.90;3.00;.42;12.50;  Var 3-6;SW; W 5-10;RL;223;188;3;Poa annua;Common 419 Bermudagrass;Common 419 Bermudagrass;Unknown;Common 419 Bermudagrass;
2018;004;Torrey Pines GC (South); 1;17;  25;  25;  24;  27;  23;  30;  24;  32;  24;  35;Firm;Firm;.90;3.00;.42;12.50;  Var 3-6;SW; W 5-10;LR;442;443;4;Poa annua;Common 419 Bermudagrass;Common 419 Bermudagrass;Unknown;Common 419 Bermudagrass;
2018;004;Torrey Pines GC (South); 1;18;  28;  25;  28;  27;  28;  30;  25;  32;  21;  35;Firm;Firm;.90;3.00;.42;12.50;  Var 3-6;SW; W 5-10;LR;570;577;5;Poa annua;Common 419 Bermudagrass;Common 419 Bermudagrass;Unknown;Common 419 Bermudagrass;
2018;004;Torrey Pines GC (South); 2; 1;  25;  27;  25;  30;  25;  32;  25;  35;  25;  37;Firm;Firm;.90;3.00;.42;12.50;  Var 3-6;SW; W 5-10;IW;450;431;4;Poa annua;Common 419 Bermudagrass;Common 419 Bermudagrass;Unknown;Common 419 Bermudagrass;
2018;004;Torrey Pines GC (South); 2; 2;  30;  25;  29;  27;  29;  30;  24;  32;  13;  35;Firm;Firm;.90;3.00;.42;12.50;  Var 3-6;SW; W 5-10;RL;389;395;4;Poa annua;Common 419 Bermudagrass;Common 419 Bermudagrass;Unknown;Common 419 Bermudagrass;
2018;004;Torrey Pines GC (South); 2; 3;   0;   0;   0;   0;   0;   0;   0;   0;   0;   0;Firm;Firm;.90;3.00;.42;12.50;  Var 3-6;SW; W 5-10;RL;200;192;3;Poa annua;Common 419 Bermudagrass;Common 419 Bermudagrass;Unknown;Common 419 Bermudagrass;
2018;004;Torrey Pines GC (South); 2; 4;  28;  25;  26;  27;  25;  30;  24;  32;  27;  35;Firm;Firm;.90;3.00;.42;12.50;  Var 3-6;SW; W 5-10;LR;488;491;4;Poa annua;Common 419 Bermudagrass;Common 419 Bermudagrass;Unknown;Common 419 Bermudagrass;
2018;004;Torrey Pines GC (South); 2; 5;  27;  25;  25;  27;  22;  30;  23;  32;  25;  35;Firm;Firm;.90;3.00;.42;12.50;  Var 3-6;SW; W 5-10;RL;454;436;4;Poa annua;Common 419 Bermudagrass;Common 419 Bermudagrass;Unknown;Common 419 Bermudagrass;
2018;004;Torrey Pines GC (South); 2; 6;  29;  25;  28;  27;  27;  30;  27;  32;  27;  35;Firm;Firm;.90;3.00;.42;12.50;  Var 3-6;SW; W 5-10;LR;560;560;5;Poa annua;Common 419 Bermudagrass;Common 419 Bermudagrass;Unknown;Common 419 Bermudagrass;
2018;004;Torrey Pines GC (South); 2; 7;  26;  25;  26;  27;  24;  30;  26;  32;  25;  35;Firm;Firm;.90;3.00;.42;12.50;  Var 3-6;SW; W 5-10;RL;462;471;4;Poa annua;Common 419 Bermudagrass;Common 419 Bermudagrass;Unknown;Common 419 Bermudagrass;
2018;004;Torrey Pines GC (South); 2; 8;   0;   0;   0;   0;   0;   0;   0;   0;   0;   0;Firm;Firm;.90;3.00;.42;12.50;  Var 3-6;SW; W 5-10;DW;176;170;3;Poa annua;Common 419 Bermudagrass;Common 419 Bermudagrass;Unknown;Common 419 Bermudagrass;
2018;004;Torrey Pines GC (South); 2; 9;  26;  25;  26;  28;  26;  30;  25;  33;  25;  35;Firm;Firm;.90;3.00;.42;12.50;  Var 3-6;SW; W 5-10;RL;614;609;5;Poa annua;Common 419 Bermudagrass;Common 419 Bermudagrass;Unknown;Common 419 Bermudagrass;
2018;004;Torrey Pines GC (South); 2;10;  29;  25;  27;  27;  23;  30;  23;  32;  22;  35;Firm;Firm;.90;3.00;.42;12.50;  Var 3-6;SW; W 5-10;RL;416;406;4;Poa annua;Common 419 Bermudagrass;Common 419 Bermudagrass;Unknown;Common 419 Bermudagrass;
2018;004;Torrey Pines GC (South); 2;11;   0;   0;   0;   0;   0;   0;   0;   0;   0;   0;Firm;Firm;.90;3.00;.42;12.50;  Var 3-6;SW; W 5-10;IW;221;214;3;Poa annua;Common 419 Bermudagrass;Common 419 Bermudagrass;Unknown;Common 419 Bermudagrass;
2018;004;Torrey Pines GC (South); 2;12;  26;  25;  26;  27;  26;  30;  25;  32;  26;  35;Firm;Firm;.90;3.00;.42;12.50;  Var 3-6;SW; W 5-10;LR;504;503;4;Poa annua;Common 419 Bermudagrass;Common 419 Bermudagrass;Unknown;Common 419 Bermudagrass;
2018;004;Torrey Pines GC (South); 2;13;  36;  17;  45;  20;  40;  22;  33;  25;  26;  28;Firm;Firm;.90;3.00;.42;12.50;  Var 3-6;SW; W 5-10;DW;614;531;5;Poa annua;Common 419 Bermudagrass;Common 419 Bermudagrass;Unknown;Common 419 Bermudagrass;
2018;004;Torrey Pines GC (South); 2;14;  25;  25;  24;  28;  23;  30;  24;  33;  23;  35;Firm;Firm;.90;3.00;.42;12.50;  Var 3-6;SW; W 5-10;LR;437;437;4;Poa annua;Common 419 Bermudagrass;Common 419 Bermudagrass;Unknown;Common 419 Bermudagrass;
2018;004;Torrey Pines GC (South); 2;15;  24;  25;  25;  27;  25;  30;  25;  32;  25;  35;Firm;Firm;.90;3.00;.42;12.50;  Var 3-6;SW; W 5-10;LR;478;472;4;Poa annua;Common 419 Bermudagrass;Common 419 Bermudagrass;Unknown;Common 419 Bermudagrass;
2018;004;Torrey Pines GC (South); 2;16;   0;   0;   0;   0;   0;   0;   0;   0;   0;   0;Firm;Firm;.90;3.00;.42;12.50;  Var 3-6;SW; W 5-10;RL;223;188;3;Poa annua;Common 419 Bermudagrass;Common 419 Bermudagrass;Unknown;Common 419 Bermudagrass;
2018;004;Torrey Pines GC (South); 2;17;  25;  25;  24;  27;  23;  30;  24;  32;  24;  35;Firm;Firm;.90;3.00;.42;12.50;  Var 3-6;SW; W 5-10;LR;442;443;4;Poa annua;Common 419 Bermudagrass;Common 419 Bermudagrass;Unknown;Common 419 Bermudagrass;
2018;004;Torrey Pines GC (South); 2;18;  28;  25;  28;  27;  28;  30;  25;  32;  21;  35;Firm;Firm;.90;3.00;.42;12.50;  Var 3-6;SW; W 5-10;LR;570;577;5;Poa annua;Common 419 Bermudagrass;Common 419 Bermudagrass;Unknown;Common 419 Bermudagrass;
2018;004;Torrey Pines GC (South); 3; 1;  25;  27;  25;  29;  25;  32;  25;  34;  25;  37;Firm;Firm;.90;3.00;.42;12.50;  Calm;C; NW 4-8;RL;450;443;4;Poa annua;Common 419 Bermudagrass;Common 419 Bermudagrass;Unknown;Common 419 Bermudagrass;
2018;004;Torrey Pines GC (South); 3; 2;  30;  25;  29;  27;  29;  30;  24;  32;  13;  35;Firm;Firm;.90;3.00;.42;12.50;  Calm;C; NW 4-8;RL;389;381;4;Poa annua;Common 419 Bermudagrass;Common 419 Bermudagrass;Unknown;Common 419 Bermudagrass;
2018;004;Torrey Pines GC (South); 3; 3;   0;   0;   0;   0;   0;   0;   0;   0;   0;   0;Firm;Firm;.90;3.00;.42;12.50;  Calm;C; NW 4-8;RL;200;202;3;Poa annua;Common 419 Bermudagrass;Common 419 Bermudagrass;Unknown;Common 419 Bermudagrass;
2018;004;Torrey Pines GC (South); 3; 4;  28;  25;  26;  27;  25;  30;  24;  32;  27;  35;Firm;Firm;.90;3.00;.42;12.50;  Calm;C; NW 4-8;LR;488;470;4;Poa annua;Common 419 Bermudagrass;Common 419 Bermudagrass;Unknown;Common 419 Bermudagrass;
2018;004;Torrey Pines GC (South); 3; 5;  27;  25;  25;  27;  22;  30;  23;  32;  25;  35;Firm;Firm;.90;3.00;.42;12.50;  Calm;C; NW 4-8;RL;454;453;4;Poa annua;Common 419 Bermudagrass;Common 419 Bermudagrass;Unknown;Common 419 Bermudagrass;
2018;004;Torrey Pines GC (South); 3; 6;  29;  25;  28;  27;  27;  30;  27;  32;  27;  35;Firm;Firm;.90;3.00;.42;12.50;  Calm;C; NW 4-8;LR;560;567;5;Poa annua;Common 419 Bermudagrass;Common 419 Bermudagrass;Unknown;Common 419 Bermudagrass;
2018;004;Torrey Pines GC (South); 3; 7;  26;  25;  26;  27;  24;  30;  26;  32;  25;  35;Firm;Firm;.90;3.00;.42;12.50;  Calm;C; NW 4-8;RL;462;457;4;Poa annua;Common 419 Bermudagrass;Common 419 Bermudagrass;Unknown;Common 419 Bermudagrass;
2018;004;Torrey Pines GC (South); 3; 8;   0;   0;   0;   0;   0;   0;   0;   0;   0;   0;Firm;Firm;.90;3.00;.42;12.50;  Calm;C; NW 4-8;LR;176;166;3;Poa annua;Common 419 Bermudagrass;Common 419 Bermudagrass;Unknown;Common 419 Bermudagrass;
2018;004;Torrey Pines GC (South); 3; 9;  26;  25;  26;  27;  26;  30;  25;  32;  25;  35;Firm;Firm;.90;3.00;.42;12.50;  Calm;C; NW 4-8;RL;614;615;5;Poa annua;Common 419 Bermudagrass;Common 419 Bermudagrass;Unknown;Common 419 Bermudagrass;
2018;004;Torrey Pines GC (South); 3;10;  29;  25;  27;  27;  23;  30;  23;  33;  22;  35;Firm;Firm;.90;3.00;.42;12.50;  Calm;C; NW 4-8;RL;416;424;4;Poa annua;Common 419 Bermudagrass;Common 419 Bermudagrass;Unknown;Common 419 Bermudagrass;
2018;004;Torrey Pines GC (South); 3;11;   0;   0;   0;   0;   0;   0;   0;   0;   0;   0;Firm;Firm;.90;3.00;.42;12.50;  Calm;C; NW 4-8;RL;221;215;3;Poa annua;Common 419 Bermudagrass;Common 419 Bermudagrass;Unknown;Common 419 Bermudagrass;
2018;004;Torrey Pines GC (South); 3;12;  26;  25;  26;  27;  26;  30;  25;  32;  26;  35;Firm;Firm;.90;3.00;.42;12.50;  Calm;C; NW 4-8;IW;504;500;4;Poa annua;Common 419 Bermudagrass;Common 419 Bermudagrass;Unknown;Common 419 Bermudagrass;
2018;004;Torrey Pines GC (South); 3;13;  36;  23;  45;  26;  40;  28;  33;  31;  26;  33;Firm;Firm;.90;3.00;.42;12.50;  Calm;C; NW 4-8;DW;614;599;5;Poa annua;Common 419 Bermudagrass;Common 419 Bermudagrass;Unknown;Common 419 Bermudagrass;
2018;004;Torrey Pines GC (South); 3;14;  25;  25;  24;  28;  23;  30;  24;  33;  23;  35;Firm;Firm;.90;3.00;.42;12.50;  Calm;C; NW 4-8;IW;437;429;4;Poa annua;Common 419 Bermudagrass;Common 419 Bermudagrass;Unknown;Common 419 Bermudagrass;
2018;004;Torrey Pines GC (South); 3;15;  24;  25;  25;  27;  25;  30;  25;  32;  25;  35;Firm;Firm;.90;3.00;.42;12.50;  Calm;C; NW 4-8;LR;478;486;4;Poa annua;Common 419 Bermudagrass;Common 419 Bermudagrass;Unknown;Common 419 Bermudagrass;
2018;004;Torrey Pines GC (South); 3;16;   0;   0;   0;   0;   0;   0;   0;   0;   0;   0;Firm;Firm;.90;3.00;.42;12.50;  Calm;C; NW 4-8;RL;223;225;3;Poa annua;Common 419 Bermudagrass;Common 419 Bermudagrass;Unknown;Common 419 Bermudagrass;
2018;004;Torrey Pines GC (South); 3;17;  25;  25;  24;  27;  23;  30;  24;  32;  24;  35;Firm;Firm;.90;3.00;.42;12.50;  Calm;C; NW 4-8;LR;442;435;4;Poa annua;Common 419 Bermudagrass;Common 419 Bermudagrass;Unknown;Common 419 Bermudagrass;
2018;004;Torrey Pines GC (South); 3;18;  28;  23;  28;  25;  28;  28;  25;  30;  21;  33;Firm;Firm;.90;3.00;.42;12.50;  Calm;C; NW 4-8;LR;570;553;5;Poa annua;Common 419 Bermudagrass;Common 419 Bermudagrass;Unknown;Common 419 Bermudagrass;
2018;004;Torrey Pines GC (South); 4; 1;  25;  28;  25;  30;  25;  33;  25;  35;  25;  38;Firm;Firm;.90;3.00;.42;12.50;  Var 4-8;SW; NE 10-20;DW;450;456;4;Poa annua;Common 419 Bermudagrass;Common 419 Bermudagrass;Unknown;Common 419 Bermudagrass;
2018;004;Torrey Pines GC (South); 4; 2;  30;  25;  29;  27;  29;  30;  24;  32;  13;  35;Firm;Firm;.90;3.00;.42;12.50;  Var 4-8;SW; NE 10-20;LR;389;398;4;Poa annua;Common 419 Bermudagrass;Common 419 Bermudagrass;Unknown;Common 419 Bermudagrass;
2018;004;Torrey Pines GC (South); 4; 3;   0;   0;   0;   0;   0;   0;   0;   0;   0;   0;Firm;Firm;.90;3.00;.42;12.50;  Var 4-8;SW; NE 10-20;DW;200;142;3;Poa annua;Common 419 Bermudagrass;Common 419 Bermudagrass;Unknown;Common 419 Bermudagrass;
2018;004;Torrey Pines GC (South); 4; 4;  28;  23;  26;  26;  25;  28;  24;  31;  27;  33;Firm;Firm;.90;3.00;.42;12.50;  Var 4-8;SW; NE 10-20;RL;488;460;4;Poa annua;Common 419 Bermudagrass;Common 419 Bermudagrass;Unknown;Common 419 Bermudagrass;
2018;004;Torrey Pines GC (South); 4; 5;  27;  25;  25;  28;  22;  30;  23;  33;  25;  35;Firm;Firm;.90;3.00;.42;12.50;  Var 4-8;SW; NE 10-20;LR;454;465;4;Poa annua;Common 419 Bermudagrass;Common 419 Bermudagrass;Unknown;Common 419 Bermudagrass;
2018;004;Torrey Pines GC (South); 4; 6;  29;  25;  28;  28;  27;  30;  27;  33;  27;  35;Firm;Firm;.90;3.00;.42;12.50;  Var 4-8;SW; NE 10-20;IW;560;547;5;Poa annua;Common 419 Bermudagrass;Common 419 Bermudagrass;Unknown;Common 419 Bermudagrass;
2018;004;Torrey Pines GC (South); 4; 7;  26;  25;  26;  27;  24;  30;  26;  32;  25;  35;Firm;Firm;.90;3.00;.42;12.50;  Var 4-8;SW; NE 10-20;LR;462;462;4;Poa annua;Common 419 Bermudagrass;Common 419 Bermudagrass;Unknown;Common 419 Bermudagrass;
2018;004;Torrey Pines GC (South); 4; 8;   0;   0;   0;   0;   0;   0;   0;   0;   0;   0;Firm;Firm;.90;3.00;.42;12.50;  Var 4-8;SW; NE 10-20;IW;176;179;3;Poa annua;Common 419 Bermudagrass;Common 419 Bermudagrass;Unknown;Common 419 Bermudagrass;
2018;004;Torrey Pines GC (South); 4; 9;  26;  25;  26;  28;  26;  30;  25;  33;  25;  35;Firm;Firm;.90;3.00;.42;12.50;  Var 4-8;SW; NE 10-20;LR;614;597;5;Poa annua;Common 419 Bermudagrass;Common 419 Bermudagrass;Unknown;Common 419 Bermudagrass;
2018;004;Torrey Pines GC (South); 4;10;  29;  25;  27;  27;  23;  30;  23;  32;  22;  35;Firm;Firm;.90;3.00;.42;12.50;  Var 4-8;SW; NE 10-20;LR;416;423;4;Poa annua;Common 419 Bermudagrass;Common 419 Bermudagrass;Unknown;Common 419 Bermudagrass;
2018;004;Torrey Pines GC (South); 4;11;   0;   0;   0;   0;   0;   0;   0;   0;   0;   0;Firm;Firm;.90;3.00;.42;12.50;  Var 4-8;SW; NE 10-20;RL;221;225;3;Poa annua;Common 419 Bermudagrass;Common 419 Bermudagrass;Unknown;Common 419 Bermudagrass;
2018;004;Torrey Pines GC (South); 4;12;  26;  25;  26;  27;  26;  30;  25;  32;  26;  35;Firm;Firm;.90;3.00;.42;12.50;  Var 4-8;SW; NE 10-20;RL;504;490;4;Poa annua;Common 419 Bermudagrass;Common 419 Bermudagrass;Unknown;Common 419 Bermudagrass;
2018;004;Torrey Pines GC (South); 4;13;  36;  17;  45;  20;  40;  22;  33;  25;  26;  27;Firm;Firm;.90;3.00;.42;12.50;  Var 4-8;SW; NE 10-20;LR;614;542;5;Poa annua;Common 419 Bermudagrass;Common 419 Bermudagrass;Unknown;Common 419 Bermudagrass;
2018;004;Torrey Pines GC (South); 4;14;  25;  25;  24;  27;  23;  30;  24;  32;  23;  35;Firm;Firm;.90;3.00;.42;12.50;  Var 4-8;SW; NE 10-20;RL;437;441;4;Poa annua;Common 419 Bermudagrass;Common 419 Bermudagrass;Unknown;Common 419 Bermudagrass;
2018;004;Torrey Pines GC (South); 4;15;  24;  25;  25;  27;  25;  30;  25;  32;  25;  35;Firm;Firm;.90;3.00;.42;12.50;  Var 4-8;SW; NE 10-20;RL;478;475;4;Poa annua;Common 419 Bermudagrass;Common 419 Bermudagrass;Unknown;Common 419 Bermudagrass;
2018;004;Torrey Pines GC (South); 4;16;   0;   0;   0;   0;   0;   0;   0;   0;   0;   0;Firm;Firm;.90;3.00;.42;12.50;  Var 4-8;SW; NE 10-20;DW;223;193;3;Poa annua;Common 419 Bermudagrass;Common 419 Bermudagrass;Unknown;Common 419 Bermudagrass;
2018;004;Torrey Pines GC (South); 4;17;  25;  25;  24;  27;  23;  30;  24;  32;  24;  35;Firm;Firm;.90;3.00;.42;12.50;  Var 4-8;SW; NE 10-20;IW;442;440;4;Poa annua;Common 419 Bermudagrass;Common 419 Bermudagrass;Unknown;Common 419 Bermudagrass;
2018;004;Torrey Pines GC (South); 4;18;  28;  22;  28;  25;  28;  27;  25;  30;  21;  32;Firm;Firm;.90;3.00;.42;12.50;  Var 4-8;SW; NE 10-20;RL;570;538;5;Poa annua;Common 419 Bermudagrass;Common 419 Bermudagrass;Unknown;Common 419 Bermudagrass;
2018;005;Pebble Beach GL; 1; 1;  19;  26;  18;  28;  19;  31;  13;  33;   0;   0;Medium;Medium;.11;2.00;.44;12.;  Calm;C; 8 mph;IW;381;382;4;Poa annua;Perennial Ryegrass/Poa An;Perennial Ryegrass/Poa An;Unknown;Perennial Ryegrass/Poa An;
2018;005;Pebble Beach GL; 1; 2;  44;  26;  39;  29;  26;  31;  25;  34;  31;  36;Medium;Medium;.11;2.00;.44;12.;  Calm;C; 8 mph;DW;502;517;5;Poa annua;Perennial Ryegrass/Poa An;Perennial Ryegrass/Poa An;Unknown;Perennial Ryegrass/Poa An;
2018;005;Pebble Beach GL; 1; 3;  60;  25;  31;  28;  32;  30;  31;  33;  23;  35;Medium;Medium;.11;2.00;.44;12.;  Calm;C; 8 mph;DW;390;400;4;Poa annua;Perennial Ryegrass/Poa An;Perennial Ryegrass/Poa An;Unknown;Perennial Ryegrass/Poa An;
2018;005;Pebble Beach GL; 1; 4;  36;  27;  30;  29;   8;  32;   0;   0;   0;   0;Medium;Medium;.11;2.00;.44;12.;  Calm;C; 8 mph;RL;331;347;4;Poa annua;Perennial Ryegrass/Poa An;Perennial Ryegrass/Poa An;Unknown;Perennial Ryegrass/Poa An;
2018;005;Pebble Beach GL; 1; 5;   0;   0;   0;   0;   0;   0;   0;   0;   0;   0;Medium;Medium;.11;2.00;.44;12.;  Calm;C; 8 mph;IW;188;194;3;Poa annua;Perennial Ryegrass/Poa An;Perennial Ryegrass/Poa An;Unknown;Perennial Ryegrass/Poa An;
2018;005;Pebble Beach GL; 1; 6;  53;  25;  46;  27;  34;  30;  31;  32;  26;  35;Medium;Medium;.11;2.00;.44;12.;  Calm;C; 8 mph;IW;513;528;5;Poa annua;Perennial Ryegrass/Poa An;Perennial Ryegrass/Poa An;Unknown;Perennial Ryegrass/Poa An;
2018;005;Pebble Beach GL; 1; 7;   0;   0;   0;   0;   0;   0;   0;   0;   0;   0;Medium;Medium;.11;2.00;.44;12.;  Calm;C; 8 mph;LR;106;111;3;Poa annua;Perennial Ryegrass/Poa An;Perennial Ryegrass/Poa An;Unknown;Perennial Ryegrass/Poa An;
2018;005;Pebble Beach GL; 1; 8;  30;  25;   0;   0;   0;   0;   0;   0;  31;  35;Medium;Medium;.11;2.00;.44;12.;  Calm;C; 8 mph;LR;418;420;4;Poa annua;Perennial Ryegrass/Poa An;Perennial Ryegrass/Poa An;Unknown;Perennial Ryegrass/Poa An;
2018;005;Pebble Beach GL; 1; 9;  45;  25;  37;  27;  37;  30;  50;  32;  33;  35;Medium;Medium;.11;2.00;.44;12.;  Calm;C; 8 mph;RL;466;486;4;Poa annua;Perennial Ryegrass/Poa An;Perennial Ryegrass/Poa An;Unknown;Perennial Ryegrass/Poa An;
2018;005;Pebble Beach GL; 1;10;  43;  25;  39;  27;  45;  30;  50;  32;  33;  35;Medium;Medium;.11;2.00;.44;12.;  Calm;C; 8 mph;RL;446;442;4;Poa annua;Perennial Ryegrass/Poa An;Perennial Ryegrass/Poa An;Unknown;Perennial Ryegrass/Poa An;
2018;005;Pebble Beach GL; 1;11;  47;  26;  45;  29;  38;  31;  24;  34;   0;   0;Medium;Medium;.11;2.00;.44;12.;  Calm;C; 8 mph;RL;380;377;4;Poa annua;Perennial Ryegrass/Poa An;Perennial Ryegrass/Poa An;Unknown;Perennial Ryegrass/Poa An;
2018;005;Pebble Beach GL; 1;12;   0;   0;   0;   0;   0;   0;   0;   0;   0;   0;Medium;Medium;.11;2.00;.44;12.;  Calm;C; 8 mph;RL;202;203;3;Poa annua;Perennial Ryegrass/Poa An;Perennial Ryegrass/Poa An;Unknown;Perennial Ryegrass/Poa An;
2018;005;Pebble Beach GL; 1;13;  40;  25;  30;  27;  25;  30;  25;  32;  17;  35;Medium;Medium;.11;2.00;.44;12.;  Calm;C; 8 mph;RL;399;401;4;Poa annua;Perennial Ryegrass/Poa An;Perennial Ryegrass/Poa An;Unknown;Perennial Ryegrass/Poa An;
2018;005;Pebble Beach GL; 1;14;  32;  28;  52;  31;  48;  33;  45;  36;  39;  38;Medium;Medium;.11;2.00;.44;12.;  Calm;C; 8 mph;DW;573;583;5;Poa annua;Perennial Ryegrass/Poa An;Perennial Ryegrass/Poa An;Unknown;Perennial Ryegrass/Poa An;
2018;005;Pebble Beach GL; 1;15;  38;  25;  44;  27;  41;  30;  37;  32;  28;  35;Medium;Medium;.11;2.00;.44;12.;  Calm;C; 8 mph;LR;397;388;4;Poa annua;Perennial Ryegrass/Poa An;Perennial Ryegrass/Poa An;Unknown;Perennial Ryegrass/Poa An;
2018;005;Pebble Beach GL; 1;16;  42;  25;  26;  28;  26;  30;   0;   0;   0;   0;Medium;Medium;.11;2.00;.44;12.;  Calm;C; 8 mph;DW;403;406;4;Poa annua;Perennial Ryegrass/Poa An;Perennial Ryegrass/Poa An;Unknown;Perennial Ryegrass/Poa An;
2018;005;Pebble Beach GL; 1;17;   0;   0;   0;   0;   0;   0;   0;   0;   0;   0;Medium;Medium;.11;2.00;.44;12.;  Calm;C; 8 mph;LR;178;189;3;Poa annua;Perennial Ryegrass/Poa An;Perennial Ryegrass/Poa An;Unknown;Perennial Ryegrass/Poa An;
2018;005;Pebble Beach GL; 1;18;  44;  26;  41;  28;  48;  31;  47;  33;  39;  36;Medium;Medium;.11;2.00;.44;12.;  Calm;C; 8 mph;LR;543;537;5;Poa annua;Perennial Ryegrass/Poa An;Perennial Ryegrass/Poa An;Unknown;Perennial Ryegrass/Poa An;
